Accountability score;Administrative expenses;Charity name;Charity url;City;CN advisory;Compensation leader compensation;Compensation leader expense;Compensation leader title;Excess or deficit for year;Financial score;Fundraising expenses;Net assets;Organization type;Other revenue;Overall score;Payments to affiliates;Program expenses;State;Total contributions
77;93336.0;Hope for the Hungry;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12686;Belton;nan;;;nan;-174431.0;89.35;20784.0;331833.0;Religion : Religious Activities;708.0;82.07;0.0;906657.0;TX;845638.0
66;173486.0;Harvest International;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9623;Ocala;nan;;;Director, President;-54305.0;80.24;3753.0;706905.0;Religion : Religious Activities;3521.0;72.19;0.0;550965.0;FL;670378.0
70;747301.0;James J. Buquet, Jr. Bayouland YMCA;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16700;Houma;nan;75000.0;5.15;Chief Executive Officer;-118868.0;73.46;10181.0;1646902.0;Human Services : Multipurpose Human Service Organizations;262.0;71.67;0.0;698590.0;LA;949863.0
97;233803.0;Animal Friends;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6105;Pittsburgh;nan;138102.0;2.52;President, CEO;1445946.0;92.9;448811.0;16451728.0;Animals : Animal Rights, Welfare, and Services;447736.0;94.54;0.0;4792097.0;PA;6472921.0
89;488815.0;Dubuque County Historical Society;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12812;Dubuque;nan;110200.0;1.57;President/CEO;-2299475.0;93.25;228191.0;41573178.0;Arts, Culture, Humanities : Museums;760401.0;90.87;0.0;6284975.0;IA;1447829.0
78;306736.0;The Luke Commission;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15682;Sagle;nan;93250.0;1.85;Executive Director, Chief Medical Officer;1181786.0;97.5;109985.0;4374541.0;International : Development and Relief Services;92857.0;84.34;0.0;4621833.0;ID;6127483.0
96;646774.0;Leading The Way with Dr. Michael Youssef;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5539;Atlanta;nan;;;President;220814.0;99.87;1304359.0;21627422.0;Religion : Religious Media and Broadcasting;356988.0;97.17;0.0;15214119.0;GA;17029078.0
82;213841.0;BsideU For Life Pregnancy & Life Skills Center;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14435;Louisville;nan;83790.0;6.69;Executive Director;1445404.0;82.49;193385.0;3733737.0;Health : Treatment and Prevention Services;-62771.0;82.24;0.0;844015.0;KY;2759416.0
93;72175.0;Boy Scouts of America, Southwest Florida Council;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8773;Fort Myers;nan;168926.0;8.42;Scout Executive;319497.0;93.74;188353.0;10972542.0;Human Services : Youth Development, Shelter, and Crisis Services;598974.0;93.35;0.0;1745026.0;FL;1280555.0
89;185104.0;Jewish Federation of Central Massachusetts;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15558;Worcester;nan;146498.0;9.51;Executive Director;148837.0;86.38;115289.0;10392873.0;Community Development : Jewish Federations ,;395601.0;87.62;0.0;1239302.0;MA;1096904.0
100;196101.0;Operation Shoestring;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14606;Jackson;nan;82210.0;6.8100000000000005;Executive Director;93913.0;78.34;171424.0;695933.0;Human Services : Youth Development, Shelter, and Crisis Services;-15110.0;84.68;0.0;838565.0;MS;1302404.0
92;192789.0;Slavic Village Development;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15738;Cleveland;nan;82854.0;4.39;Executive Director;-83421.0;97.5;98493.0;1985500.0;Community Development : Housing and Neighborhood Development;61925.0;94.07;0.0;1593626.0;OH;1250164.0
97;1461241.0;Sea Education Association;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7541;Falmouth;nan;155205.0;1.74;President;-695407.0;81.86;411363.0;10768132.0;Education : Youth Education Programs and Services;170232.0;86.99;0.0;7014023.0;MA;2199562.0
93;2925148.0;iMentor;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13084;New York;nan;265382.0;1.6800000000000002;CEO & President;-4650070.0;89.38;1625396.0;24534465.0;Education : Youth Education Programs and Services;155528.0;91.0;0.0;11226176.0;NY;9080272.0
85;661240.0;Glimmerglass Festival;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6776;Cooperstown;nan;;;Artistic & General Director;-510921.0;84.26;1066885.0;11021400.0;Arts, Culture, Humanities : Performing Arts;819124.0;84.62;0.0;6441845.0;NY;3725723.0
89;378626.0;Four Corners School of Outdoor Education;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14022;Monticello;nan;43650.0;1.76;Interim Executive Director;12290.0;95.81;104663.0;9676685.0;Education : Youth Education Programs and Services;108716.0;91.67;0.0;1990071.0;UT;1835131.0
81;186340.0;Father Woody's Haven of Hope;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15950;Denver;nan;;;Executive Director;244261.0;83.4;272111.0;3234245.0;Human Services : Homeless Services;211.0;82.15;0.0;860060.0;CO;1562561.0
100;233894.0;Ronald McDonald House Charities of Tampa Bay;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8044;Tampa;nan;155000.0;4.78;Executive Director, CEO;346648.0;90.61;337199.0;14188705.0;Health : Patient and Family Support;575959.0;93.36;0.0;2665276.0;FL;2918006.0
97;341653.0;Rising Tide Capital;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15624;Jersey City;nan;122829.0;4.58;Chief Executive Officer;455158.0;89.75;372653.0;2480821.0;Human Services : Social Services;14670.0;92.44;0.0;1964875.0;NJ;3073176.0
100;2571905.0;Peninsula Metropolitan Young Men's Christian Association;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8298;Newport News;nan;261501.0;1.4;Chief Executive Officer;2657266.0;89.34;161131.0;38090290.0;Human Services : Multipurpose Human Service Organizations;542708.0;92.46;227276.0;15872027.0;VA;4161875.0
97;1264631.0;Spence-Chapin Services to Families and Children;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8584;New York;nan;202535.0;2.93;Executive Director;-2137234.0;77.28;560295.0;47655811.0;Human Services : Children's and Family Services;2467084.0;83.79;0.0;5079687.0;NY;789457.0
100;1629235.0;EastWest Institute;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3869;New York;nan;394481.0;5.17;President, CEO;8281546.0;77.27;918345.0;26467882.0;International : International Peace, Security, and Affairs;582211.0;83.92;0.0;5079343.0;NY;15326258.0
89;285574.0;Arts for Learning;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15094;Miami;nan;82548.0;4.98;Executive Director;-9482.0;86.65;120509.0;1147096.0;Education : Youth Education Programs and Services;8726.0;87.76;0.0;1249270.0;FL;1199603.0
93;2027809.0;Word of Life Fellowship;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4756;Schroon Lake;nan;129466.0;0.30000000000000004;President/Director;4771406.0;92.99;2048246.0;45282143.0;Religion : Religious Activities;672712.0;92.99;0.0;39018474.0;NY;29720783.0
89;876845.0;The New World Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7759;New York;nan;295900.0;1.67;President;-10683768.0;97.5;145311.0;33316393.0;Human and Civil Rights : Advocacy and Education;584927.0;92.02;0.0;16592213.0;NY;5912978.0
81;324305.0;Multidisciplinary Association for Psychedelic Studies;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10675;Santa Cruz;nan;76605.0;3.11;President;3024945.0;89.45;349390.0;12729606.0;Health : Medical Research;98449.0;84.63;0.0;1781880.0;CA;5236842.0
61;463042.0;Kingsway Charities;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12181;Bristol;nan;125869.0;0.09;President, COO;-6993541.0;96.1;17735.0;24943331.0;International : Humanitarian Relief Supplies;1187168.0;72.28;0.0;132990982.0;VA;125287380.0
100;219418.0;Kids in Crisis;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7564;Cos Cob;nan;213607.0;4.58;Executive Director;-383308.0;90.85;500006.0;10498873.0;Human Services : Youth Development, Shelter, and Crisis Services;825468.0;93.52;0.0;3938095.0;CT;3448743.0
100;1238794.0;Horizons for Homeless Children;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9400;Roxbury;nan;;;President, CEO;-2326296.0;80.01;1333953.0;12895116.0;Human Services : Children's and Family Services;-22338.0;85.86;0.0;6857697.0;MA;6666335.0
96;275062.0;Christ Reaching Asia Mission Worldwide;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14144;Bedford;nan;82030.0;6.6;Vice President;365878.0;80.15;183035.0;5094867.0;International : Development and Relief Services;423055.0;85.68;0.0;784297.0;IN;1185217.0
93;713449.0;Discovery World;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15768;Milwaukee;nan;182065.0;1.77;CEO and President;-2667095.0;85.79;304184.0;37073513.0;Arts, Culture, Humanities : Museums;295158.0;88.79;0.0;9229297.0;WI;4120552.0
85;818340.0;Carnegie Council for Ethics in International Affairs;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14679;New York;nan;324105.0;8.95;President;-1014.0;74.6;351158.0;36077407.0;International : International Peace, Security, and Affairs;1690148.0;79.14;0.0;2447955.0;NY;1926291.0
89;2638996.0;Hoag Hospital Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5865;Newport Beach;nan;;;President;24739188.0;69.81;7009115.0;215386045.0;Health : Treatment and Prevention Services ,;8366153.0;77.27;0.0;14014821.0;CA;40003525.0
93;314536.0;Henry Vilas Park Zoological Society;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7011;Madison;nan;158114.0;5.01;Executive Director;1112497.0;94.97;171358.0;5680758.0;Animals : Zoos and Aquariums ,;1273629.0;93.9;0.0;2668592.0;WI;2965347.0
100;645762.0;Help Hope Live;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5923;Radnor;nan;134642.0;1.12;Chief Executive Officer;1554950.0;100.0;617649.0;21554183.0;Health : Patient and Family Support;1466514.0;100.0;0.0;10677400.0;PA;12029247.0
97;4511846.0;Venice Family Clinic;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5862;Venice;nan;209227.0;0.58;Chief Executive Officer;7749106.0;89.88;1650100.0;27057790.0;Health : Treatment and Prevention Services;51652.0;92.53;0.0;29730458.0;CA;21188376.0
96;295438.0;South Hills Interfaith Movement;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17092;Bethel Park;nan;65966.0;3.17;Executive Director;-274418.0;93.02;242014.0;883575.0;Human Services : Multipurpose Human Service Organizations;30143.0;94.31;0.0;1543071.0;PA;1775962.0
92;61494.0;United Way of York County, South Carolina;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14823;Rock Hill;nan;78301.0;4.77;President;27062.0;85.28;261257.0;1426789.0;Community Development : United Ways ,;5710.0;88.15;17718.0;1315917.0;SC;1660020.0
96;331747.0;United Way of Northeast Louisiana;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13869;Monroe;nan;108037.0;2.37;President;349970.0;81.88;399110.0;1318253.0;Community Development : United Ways ,;8771.0;86.87;40381.0;3812827.0;LA;4884883.0
100;453440.0;Bread for the City;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8172;Washington;nan;187128.0;1.6800000000000002;Chief Executive Officer;-118768.0;90.0;910187.0;6384328.0;Human Services : Social Services;-129464.0;92.92;0.0;9710084.0;DC;9958915.0
92;2611188.0;Children's Theatre Company;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7022;Minneapolis;nan;;;Managing Director;-764617.0;89.64;762522.0;23836000.0;Arts, Culture, Humanities : Performing Arts;493949.0;90.74;0.0;10404058.0;MN;5066292.0
100;198378.0;Purrfect Pals;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17373;Arlington;nan;73600.0;5.68;Former Executive Director;690347.0;88.93;114018.0;1982356.0;Animals : Animal Rights, Welfare, and Services;51539.0;92.17;0.0;982650.0;WA;1842875.0
100;406647.0;Philadelphia Ronald McDonald House;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8813;Philadelphia;nan;157211.0;3.17;Executive Director;2439705.0;93.88;753153.0;33857074.0;Health : Patient and Family Support;508834.0;95.67;0.0;3786674.0;PA;6852230.0
100;552252.0;Free Wheelchair Mission;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10204;Irvine;nan;176093.0;1.77;President;-256943.0;86.32;1302988.0;1813853.0;International : Development and Relief Services;-256745.0;90.32;0.0;8083580.0;CA;9938378.0
92;705321.0;Forest Park Forever;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3717;St. Louis;nan;240743.0;3.38;President, Executive Director;50985945.0;90.62;1347920.0;143659356.0;Environment : Botanical Gardens, Parks, and Nature Centers;2002454.0;91.28;0.0;5062568.0;MO;55897131.0
100;131293.0;Seacology;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6592;Berkeley;nan;192880.0;8.16;Executive Director;850967.0;96.18;266000.0;8083360.0;Environment : Environmental Protection and Conservation;118993.0;97.29;0.0;1963744.0;CA;3093011.0
100;327199.0;EcoLogic Development Fund;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6885;Cambridge;nan;114829.0;5.68;Executive Director;-161127.0;88.91;227579.0;1253599.0;Environment : Environmental Protection and Conservation;-8681.0;92.15;0.0;1465489.0;MA;1858321.0
85;57670.0;Boy Scouts of America, Gulf Stream Council;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10767;Palm Beach Gardens;nan;187243.0;7.06;Chief Executive Officer;432477.0;87.76;335042.0;4711244.0;Human Services : Youth Development, Shelter, and Crisis Services;540111.0;86.31;31457.0;2257201.0;FL;1764864.0
96;129819.0;Midwest Athletes Against Childhood Cancer;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7001;Milwaukee;nan;182575.0;4.28;Executive Director;992447.0;91.21;310323.0;5309598.0;Health : Medical Research ,;129735.0;93.17;0.0;3824033.0;WI;5126887.0
93;101125.0;Mentors International;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5356;Draper;nan;95000.0;4.71;Chief Executive Officer;13867.0;85.0;17352.0;61756.0;International : Development and Relief Services;558.0;88.29;0.0;1894556.0;UT;1927065.0
85;373180.0;Logan Square Neighborhood Association;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15272;Chicago;nan;84615.0;4.24;Executive Director;-148422.0;83.88;109740.0;660529.0;Community Development : Housing and Neighborhood Development;44050.0;84.42;0.0;1509965.0;IL;1738116.0
97;156091.0;Make-A-Wish Foundation of Mississippi;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9648;Ridgeland;nan;130323.0;6.09;President, CEO;-316081.0;71.07;450134.0;-741049.0;Health : Patient and Family Support;-67550.0;79.43;0.0;1531118.0;MS;1887912.0
82;335690.0;Neighborhood House of Milwaukee;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14297;Milwaukee;nan;83550.0;3.83;Executive Director;113530.0;79.84;160031.0;2204848.0;Human Services : Social Services;18909.0;80.88;0.0;1682194.0;WI;2002753.0
100;407261.0;Big Brothers Big Sisters of Tampa Bay, Inc.;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10773;Tampa;nan;161918.0;3.05;President, CEO;309517.0;88.68;763615.0;2159098.0;Human Services : Youth Development, Shelter, and Crisis Services;1422790.0;91.99;0.0;4133861.0;FL;4191464.0
92;248758.0;Boys & Girls Clubs of Martin County;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10393;Hobe Sound;nan;135018.0;3.24;Chief Executive Officer;590896.0;100.0;273719.0;13373265.0;Human Services : Youth Development, Shelter, and Crisis Services;123716.0;94.34;0.0;3636746.0;FL;4521840.0
100;1385183.0;Brother's Brother Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3396;Pittsburgh;nan;175861.0;0.09;President;23803144.0;90.0;279661.0;50628984.0;International : Humanitarian Relief Supplies;199087.0;92.92;0.0;191503938.0;PA;216060655.0
97;209303.0;Habitat for Humanity of Forsyth County;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8526;Winston-Salem;nan;113113.0;4.05;Executive Director;946019.0;96.72;254900.0;10439454.0;Community Development : Housing and Neighborhood Development;171976.0;96.85;30500.0;2321854.0;NC;3544965.0
89;229215.0;Funders' Network for Smart Growth and Livable Communities;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14011;Coral Gables;nan;179762.0;4.16;Executive Director;1108985.0;95.0;74608.0;3925410.0;Community Development : Housing and Neighborhood Development;920.0;91.45;0.0;4016045.0;FL;5080029.0
100;566416.0;AMG International;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3204;Chattanooga;nan;92040.0;1.17;President, CEO;-359037.0;86.96;894864.0;10278824.0;Religion : Religious Activities;114748.0;90.77;0.0;6373024.0;TN;7360519.0
100;7200573.0;World Education;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4758;Boston;nan;;;President;451547.0;81.84;201172.0;3097059.0;International : Development and Relief Services;14951.0;87.15;0.0;37276052.0;MA;45114393.0
89;1495167.0;The Wild Center;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6768;Tupper Lake;nan;159798.0;2.7800000000000002;Executive Director;2670825.0;81.93;579618.0;32931033.0;Environment : Environmental Protection and Conservation;831878.0;85.04;0.0;3658688.0;NY;5933532.0
100;1153217.0;Cleveland Sight Center;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6916;Cleveland;nan;221153.0;2.3;President;388625.0;91.49;577848.0;94028200.0;Human Services : Social Services;3823622.0;93.98;0.0;7865388.0;OH;2804911.0
100;372850.0;International Women's Media Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10898;Washington;nan;196808.0;5.24;Executive Director;3372426.0;90.4;573587.0;12990693.0;Human and Civil Rights : Advocacy and Education;-474048.0;93.21;0.0;2806236.0;DC;7599147.0
96;384934.0;Jeffrey Modell Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8775;New York;nan;494496.0;7.24;President, Co-Founder;2804268.0;93.05;292701.0;20878813.0;Health : Diseases, Disorders, and Disciplines;339037.0;94.32;0.0;6145018.0;NY;9287884.0
92;543953.0;Virginia Legal Aid Society;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14363;Lynchburg;nan;114566.0;3.56;Executive Director;63507.0;93.45;140064.0;2064170.0;Human and Civil Rights : Advocacy and Education;58476.0;92.68;0.0;2525246.0;VA;3214294.0
93;18026507.0;Cystic Fibrosis Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9142;Bethesda;nan;496970.0;0.19;President, CEO;-44527665.0;97.35;18419757.0;3679424528.0;Health : Diseases, Disorders, and Disciplines ,This rating represents consolidated financial data for these organizations:;89274989.0;94.7;0.0;221903338.0;MD;122210533.0
100;468873.0;Partnership for Public Service;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10008;Washington;nan;455000.0;2.5700000000000003;President & Chief Executive Officer;-774168.0;95.0;1101697.0;17031422.0;Research and Public Policy : Social and Public Policy Research;890825.0;96.46;0.0;16100891.0;DC;6879457.0
92;233346.0;Firehouse Subs Public Safety Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15671;Jacksonville;nan;156968.0;1.8599999999999999;Executive Director;167594.0;100.0;423600.0;6171715.0;Human Services : Multipurpose Human Service Organizations ,;163159.0;94.34;0.0;7781561.0;FL;8442942.0
93;837577.0;St. Vincent de Paul of Seattle|King County;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8062;Seattle;nan;96320.0;0.9;Executive Director;-9430.0;80.0;309843.0;8985241.0;Human Services : Social Services;1145764.0;85.01;0.0;9500991.0;WA;9493217.0
96;18237921.0;YMCA of Greater New York;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4780;New York;nan;656099.0;0.35000000000000003;President/CEO;-3309232.0;94.55;2834914.0;219031971.0;Human Services : Multipurpose Human Service Organizations;2491987.0;95.21;685427.0;166331345.0;NY;36457442.0
89;900340.0;National Health Law Program;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17217;Washington;nan;190000.0;3.5300000000000002;Executive Director;-2292425.0;95.32;286886.0;8290809.0;Human and Civil Rights : Advocacy and Education;320467.0;91.54;0.0;4184057.0;DC;2507286.0
93;414602.0;National Ovarian Cancer Coalition;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9243;Dallas;nan;158510.0;2.7199999999999998;Chief Executive Officer;292892.0;91.27;462929.0;2326660.0;Health : Diseases, Disorders, and Disciplines;386636.0;92.08;0.0;4939554.0;TX;5723341.0
92;2160454.0;Museum of Contemporary Art San Diego;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4136;La Jolla;nan;416306.0;4.7;CEO;4523561.0;87.6;386216.0;70493404.0;Arts, Culture, Humanities : Museums;1499671.0;89.56;0.0;6299094.0;CA;11419941.0
100;1411351.0;Leader Dogs for the Blind;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6154;Rochester Hills;nan;258237.0;1.7000000000000002;President, CEO;797150.0;82.09;2323393.0;27334752.0;Human Services : Social Services;-18255.0;87.33;0.0;11431655.0;MI;15981804.0
96;41885930.0;The Jackson Laboratory;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3916;Bar Harbor;nan;1025277.0;0.36;Chief Executive Officer;22808941.0;94.57;3545129.0;586626719.0;Health : Medical Research;3950370.0;95.23;0.0;236078753.0;ME;89944366.0
85;246343.0;The Colorado Center for the Blind;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13436;Littleton;nan;68741.0;2.73;Exec Director;-44735.0;98.08;41905.0;3097768.0;Human Services : Social Services;70086.0;89.3;150000.0;2224136.0;CO;787891.0
100;193465.0;Animal Welfare Institute;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6035;Washington;nan;83328.0;2.7199999999999998;Executive Director;783684.0;90.0;58631.0;11417119.0;Animals : Animal Rights, Welfare, and Services;560246.0;92.92;0.0;2802772.0;DC;3278306.0
85;460484.0;Ballotpedia;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14318;Middleton;nan;109084.0;2.17;President;-581319.0;84.9;573462.0;1094091.0;Human and Civil Rights : Advocacy and Education;110364.0;84.94;0.0;3976701.0;WI;4318964.0
96;125371.0;The ALS Association Florida Chapter;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11739;Tampa;nan;105011.0;3.7199999999999998;President, CEO;-331161.0;90.0;259135.0;1463883.0;Health : Diseases, Disorders, and Disciplines;-27762.0;92.38;0.0;2435839.0;FL;2516946.0
100;315014.0;Rappahannock United Way;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10765;Fredericksburg;nan;104675.0;2.7800000000000002;President;-139721.0;74.8;266353.0;1597651.0;Community Development : United Ways ,;-468.0;82.18;0.0;3176901.0;VA;3619015.0
97;549731.0;Museum of the Shenandoah Valley;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9582;Winchester;nan;136152.0;2.44;Executive Director;-603052.0;94.73;375371.0;30689068.0;Arts, Culture, Humanities : Museums;247261.0;95.71;0.0;4643154.0;VA;4435091.0
81;611131.0;Jubilee Housing;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12807;Washington;nan;71353.0;1.5899999999999999;President & CEO;358370.0;89.64;154813.0;17031976.0;Human Services : Homeless Services;2051749.0;84.69;0.0;3708175.0;DC;1764218.0
100;221728.0;Center for Safety and Change;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11542;New City;nan;108230.0;3.21;Executive Director;-209488.0;86.87;183585.0;1561091.0;Human Services : Social Services;6035.0;90.71;0.0;2965509.0;NY;2626976.0
90;661460.0;Easter Seals Capper Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13468;Topeka;nan;168710.0;1.2;President, CEO;-4474.0;100.0;362713.0;33947835.0;Human Services : Social Services;268121.0;92.92;57908.0;13007075.0;KS;12116821.0
89;193551.0;Theatre Bay Area;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15970;San Francisco;nan;89150.0;7.86;Executive Director;-143924.0;73.0;143827.0;211234.0;Arts, Culture, Humanities : Performing Arts;41986.0;79.38;0.0;796646.0;CA;563344.0
90;484395.0;Bonei Olam;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11107;Brooklyn;nan;;;Director;959720.0;79.7;1010436.0;1803755.0;Health : Treatment and Prevention Services;-1476305.0;83.99;0.0;6489859.0;NY;10420715.0
89;808132.0;Museum of Glass;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7910;Tacoma;nan;136877.0;3.01;Artistic Director;446139.0;77.43;601088.0;24334644.0;Arts, Culture, Humanities : Museums;568946.0;82.24;0.0;3129474.0;WA;3429767.0
73;204700.0;The Center for Individuals With Physical Challenges;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14720;Tulsa;nan;;;nan;3604654.0;85.75;181310.0;17762171.0;Human Services : Social Services;219649.0;78.41;0.0;1134066.0;OK;4821155.0
92;607292.0;Feeding America Eastern Wisconsin;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8809;Milwaukee;nan;170685.0;0.30000000000000004;President;1316658.0;89.44;1045094.0;14998634.0;Human Services : Food Banks, Food Pantries, and Food Distribution;151227.0;90.63;0.0;55039063.0;WI;56105941.0
89;2269052.0;YMCA of Central Massachusetts;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7531;Worcester;nan;211958.0;1.18;President;279285.0;85.44;272057.0;25851881.0;Human Services : Multipurpose Human Service Organizations;1313935.0;87.09;0.0;15271949.0;MA;4341588.0
100;432126.0;The Trevor Project;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11281;West Hollywood;nan;212692.0;3.68;Executive Director;-918583.0;86.35;651163.0;1582287.0;Human and Civil Rights : Advocacy and Education;8470.0;90.34;0.0;4683749.0;CA;4839985.0
97;484248.0;Chess in the Schools;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10445;New York;nan;230000.0;8.12;President, CEO;63480.0;79.13;299600.0;11811939.0;Education : Youth Education Programs and Services;228788.0;85.09;0.0;2047217.0;NY;2572997.0
89;20193.0;Sisters of the Road;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10371;Portland;nan;;;nan;-94905.0;78.03;221097.0;704322.0;Human Services : Social Services;9875.0;82.62;0.0;912286.0;OR;1044704.0
70;86216.0;Santa Barbara Opera Association;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15940;Santa Barbara;nan;126250.0;8.3;General Director;-160120.0;85.62;85185.0;1430528.0;Arts, Culture, Humanities : Performing Arts;153026.0;76.47;0.0;1348665.0;CA;865336.0
89;228853.0;Santa Barbara Historical Museum;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16011;Santa Barbara;nan;104713.0;5.89;Executive Director;-342401.0;88.79;321547.0;10740477.0;Arts, Culture, Humanities : Museums;346904.0;88.89;0.0;1227023.0;CA;1036534.0
96;257578.0;Vitae Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5349;Jefferson City;nan;129050.0;4.16;Director;-463325.0;86.71;306933.0;573056.0;Arts, Culture, Humanities : Public Broadcasting and Media;-207085.0;90.18;0.0;2531531.0;MO;2839802.0
81;444046.0;United Way of Madison County, Alabama;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10097;Huntsville;nan;98374.0;1.87;Executive Director;401993.0;74.0;543702.0;3219443.0;Community Development : United Ways ,;140771.0;77.22;38026.0;4262234.0;AL;5511204.0
