Accountability score,Charity name,Charity url,City,Organization type
97,International Planned Parenthood Federation/Western Hemisphere Region,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4942,New York,Health 
86,Children's Hospital of Wisconsin Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5319,Milwaukee,Health 
63,Mount Sinai Medical Center Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5576,Miami Beach,Health 
100,Riley Children's Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5232,Indianapolis,Health 
96,Jonsson Cancer Center Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5856,Los Angeles,Health 
89,Children's Hospital Guild Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8079,Seattle,Health 
66,Medical Development for Israel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4067,New York,Health 
97,Lynn Sage Cancer Research Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10168,Chicago,Health 
77,Doernbecher Children's Hospital Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6416,Portland,Health 
90,City of Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7645,Duarte,Health 
93,Johns Hopkins All Children's Hospital Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5582,St. Petersburg,Health 
89,Rady Children's Hospital Foundation - San Diego,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5205,San Diego,Health 
96,American Friends of Magen David Adom,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3283,New York,Health 
96,American Committee for Shaare Zedek Medical Center In Jerusalem,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5021,New York,Health 
70,Just One Life/Nefesh Achat B'Yisrael,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8440,New York,Health 
100,Overlook Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6204,Summit,Health 
77,Foundation of Orthopedics and Complex Spine,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11508,New York,Health 
85,Asian American Journalists Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16001,San Francisco,Human and Civil Rights
74,Feminist Majority Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7161,Arlington,Human and Civil Rights
55,People's Action Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14546,Seattle,Human and Civil Rights
62,The Concord Coalition,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8755,Arlington,Human and Civil Rights
96,Advocates for Children of New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10426,New York,Human and Civil Rights
89,Community Catalyst,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12490,Boston,Human and Civil Rights
96,Public Citizen Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5425,Washington,Human and Civil Rights
96,MapLight,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16917,Berkeley,Human and Civil Rights
93,Brennan Center for Justice at NYU School of Law,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5007,New York,Human and Civil Rights
77,Thomas More Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16443,Chicago,Human and Civil Rights
93,Legal Action Center of the City of New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16344,New York,Human and Civil Rights
89,Chinese for Affirmative Action,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16564,San Francisco,Human and Civil Rights
89,Womens Media Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17387,Washington,Human and Civil Rights
92,Wellstone Action Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12072,St. Paul,Human and Civil Rights
96,Mothers Against Drunk Driving,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4129,Irving,Human and Civil Rights
88,Louisville Urban League,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15872,Lousiville,Human and Civil Rights
89,The New York City Gay & Lesbian Anti-Violence Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8810,New York,Human and Civil Rights
85,ALIGN: The Alliance for a Greater New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16364,New York,Human and Civil Rights
100,NARAL Pro-Choice America Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4151,Washington,Human and Civil Rights
97,Keshet,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13414,Jamaica Plain,Human and Civil Rights
89,Judge David L. Bazelon Center for Mental Health Law,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10962,Washington,Human and Civil Rights
96,Cultural Survival,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10875,Cambridge,Human and Civil Rights
85,OutServe-SLDN,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8818,Washington,Human and Civil Rights
100,Equal Justice Initiative,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12756,Montgomery,Human and Civil Rights
89,Centro Legal De La Raza,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16402,Oakland,Human and Civil Rights
93,Youth Law Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12579,San Francisco,Human and Civil Rights
96,FairVote,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11898,Takoma Park,Human and Civil Rights
69,National Center for Transgender Equality,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16916,Washington,Human and Civil Rights
96,ACLU Foundation of Massachusetts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15006,Boston,Human and Civil Rights
96,Catholic Legal Immigration Network. Inc. (CLINIC),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7118,Silver Spring,Human and Civil Rights
89,American Nonsmokers' Rights Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10952,Berkeley,Human and Civil Rights
93,Operation HOPE,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10136,Los Angeles,Human and Civil Rights
96,American Bar Association Fund for Justice and Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3241,Chicago,Human and Civil Rights
82,New York Legal Assistance Group Incorporated,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17572,New York,Human and Civil Rights
92,Young America's Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4790,Reston,Human and Civil Rights
85,Americans For Prosperity Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3511,Arlington,Human and Civil Rights
97,Institute for Free Speech,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13397,Alexandria,Human and Civil Rights
96,Chicago Legal Clinic,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15281,Chicago,Human and Civil Rights
81,American Civil Liberties Union of New Jersey Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11704,Newark,Human and Civil Rights
97,FAIR Federation for American Immigration Reform,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7089,Washington,Human and Civil Rights
89,Texas Defender Service,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17112,Austin,Human and Civil Rights
93,American Jewish Committee,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3266,New York,Human and Civil Rights
66,Resist,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10281,Somerville,Human and Civil Rights
100,MAZON: A Jewish Response to Hunger,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4060,Los Angeles,Human and Civil Rights
96,Common Cause Education Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6539,Washington,Human and Civil Rights
73,Women's Link Worldwide,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17519,Brooklyn,Human and Civil Rights
89,State Voices,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15189,Washington,Human and Civil Rights
100,National Center for Law and Economic Justice,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10541,New York,Human and Civil Rights
89,Family Equality Council,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15804,New York,Human and Civil Rights
100,Tahirih Justice Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11993,Falls Church,Human and Civil Rights
100,Mujeres Latinas en AcciÃ³n,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9156,Chicago,Human Services
100,CASA of the Pikes Peak Region,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12421,Colorado Springs,Human Services
78,Jewish Family Service Agency of Central New Jersey,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10551,Elizabeth,Human Services
100,Family & Children's Place,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13059,Louisville,Human Services
93,Family & Intercultural Resource Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14386,Silverthorne,Human Services
89,Palmer Home for Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13333,Columbus,Human Services
92,Family Resource Center Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14397,Denver,Human Services
89,Encompass,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15162,North Bend,Human Services
78,Life is Good Kids Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15681,Boston,Human Services
81,Daystar,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15482,Nashville,Human Services
100,Children's Advocacy Center of Southwest Florida,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13344,Fort Myers,Human Services
100,Thompson Child & Family Focus,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7181,Matthews,Human Services
85,CareNet Pregnancy Services of Dupage,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15436,Glen Ellyn,Human Services
89,Open Door Community House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13158,Columbus,Human Services
92,ALIVE!,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11105,Alexandria,Human Services
89,Providence Connections,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6108,Pittsburgh,Human Services
81,Family Service Agency of Waukesha,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14327,Waukesha,Human Services
100,Families Forward,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6636,Irvine,Human Services
96,Friends of the Children NY,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12003,New York,Human Services
96,Orangewood Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13120,Santa Ana,Human Services
96,Christian Family Care,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13321,Phoenix,Human Services
100,Center for Development Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14827,Greenville,Human Services
93,Triangle Family Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10681,Raleigh,Human Services
96,Holt International Children's Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5914,Eugene,Human Services
81,The Mentoring Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17399,Tyler,Human Services
89,KIDS Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11413,Bend,Human Services
70,Tariq Khamisa Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11253,San Diego,Human Services
92,Boys & Girls Clubs of Southern Nevada,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13700,Las Vegas,Human Services
81,Amarillo Children's Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15400,Amarillo,Human Services
89,Tamassee DAR School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13939,Tamassee,Human Services
88,The First Tee Metropolitan New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16062,Bronx,Human Services
100,Covenant House New Orleans,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9608,New Orleans,Human Services
52,A Better LA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13045,Los Angeles,Human Services
92,The Hetrick-Martin Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13153,New York,Human Services
85,Boys & Girls Clubs of Philadelphia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12956,Philadelphia,Human Services
96,Friends of the Children - Seattle,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14718,Seattle,Human Services
89,Boys & Girls Clubs of Delaware,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10072,Wilmington,Human Services
89,Figure Skating in Harlem,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17502,New York,Human Services
96,Boys & Girls Clubs of Broward County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9002,Fort Lauderdale,Human Services
97,Boy Scouts of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9955,Pittsburgh,Human Services
92,Austin YMBL Sunshine Camps,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13887,Austin,Human Services
89,Boys & Girls Clubs of North Alabama,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13340,Huntsville,Human Services
96,Girl Scouts San Diego,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12252,San Diego,Human Services
89,HOPE South Florida,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13754,Fort Lauderdale,Human Services
100,Big Brothers Big Sisters of Orange County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6529,Santa Ana,Human Services
89,Rancho Cielo Youth Campus,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13727,Salinas,Human Services
100,Boys & Girls Clubs of Greater Memphis,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9013,Memphis,Human Services
78,Boys & Girls Clubs of Central Wyoming,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13570,Casper,Human Services
93,Big Brothers Big Sisters of Miami,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10389,Miami,Human Services
100,Joy Ranch,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14312,Woodlawn,Human Services
89,Girls Inc. of Worcester,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15561,Worcester,Human Services
92,Concern America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10614,Santa Ana,Development and Relief Services 
89,Helps International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17202,Dallas,Development and Relief Services 
96,ActionAid USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8757,Washington,Development and Relief Services 
74,UCP Wheels for Humanity,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10370,Chatsworth,Development and Relief Services 
89,Just Associates,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17260,Washington,Development and Relief Services 
66,Russian Children's Welfare Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15645,New York,Development and Relief Services 
100,Water.org,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8875,Kansas City,Development and Relief Services 
96,American Relief Agency for the Horn of Africa (ARAHA),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13861,Columbia Heights,Development and Relief Services 
88,Safe Water Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13216,New York,Development and Relief Services 
81,Dikembe Mutombo Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10090,Marietta,Development and Relief Services 
82,Shalom Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14354,Franklin,Development and Relief Services 
100,Solar Electric Light Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10841,Washington,Development and Relief Services 
92,African Leadership,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9463,Brentwood,Development and Relief Services 
96,Heart for Africa,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12776,Alpharetta,Development and Relief Services 
100,Water For People,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6391,Denver,Development and Relief Services 
96,Sustainable Harvest International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8827,Ellsworth,Development and Relief Services 
77,Medical Missions for Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9315,Paterson,Development and Relief Services 
62,FOCAS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5191,Cincinnati,Development and Relief Services 
70,Children's Lifeline,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11024,Hamilton,Development and Relief Services 
96,Alfalit International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7225,Doral,Development and Relief Services 
96,Population Media Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10867,South Burlington,Development and Relief Services 
89,Children's Cup,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13048,Keller,Development and Relief Services 
78,Courage Worldwide,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15669,Rocklin,Development and Relief Services 
93,Child Legacy International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14068,Boerne,Development and Relief Services 
96,Global Health Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5269,Minneapolis,Development and Relief Services 
96,Physicians for Peace,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6261,Norfolk,Development and Relief Services 
96,Neverthirst,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17385,Birmingham,Development and Relief Services 
51,Ezras Torah,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16049,Pamona,Development and Relief Services 
100,Christian Relief Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5378,Amarillo,Development and Relief Services 
93,Hope 4 Kids International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11707,Phoenix,Development and Relief Services 
100,Mercy Ships,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4080,Lindale,Development and Relief Services 
100,Camfed USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11479,San Francisco,Development and Relief Services 
97,Seva Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5295,Berkeley,Development and Relief Services 
60,New Missions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13350,Orlando,Development and Relief Services 
100,Wings of Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9524,St. Louis,Development and Relief Services 
96,Christian World Outreach,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11302,Littleton,Development and Relief Services 
100,International Orthodox Christian Charities,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3894,Baltimore,Development and Relief Services 
78,Haitian Christian Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14447,Boca Raton,Development and Relief Services 
55,Good Neighbors USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17332,Costa Mesa,Development and Relief Services 
93,Music For Life Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9860,Bellingham,Development and Relief Services 
100,dZi Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12599,Ridgway,Development and Relief Services 
96,Tostan,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7506,Washington,Development and Relief Services 
100,World Relief,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4765,Baltimore,Development and Relief Services 
96,Village Health Works,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16784,New York,Development and Relief Services 
96,Blood:Water,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12730,Nashville,Development and Relief Services 
96,Team Rubicon,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17685,Los Angeles,Development and Relief Services 
100,Children's HeartLink,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6557,Minneapolis,Development and Relief Services 
96,International Institute of Rural Reconstruction (IIRR),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9385,New York,Development and Relief Services 
96,One Child Matters,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3360,Colorado Springs,Development and Relief Services 
77,Lifting Generations,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17353,Sandy,Development and Relief Services 
85,People for Care and Learning,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12876,Mobile,Development and Relief Services 
97,Church World Service,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7685,Elkhart,Development and Relief Services 
89,Endeavor,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9149,New York,Development and Relief Services 
63,Behring Global Educational Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8753,Danville,Development and Relief Services 
96,Friendship Bridge,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8068,Lakewood,Development and Relief Services 
96,Christ Reaching Asia Mission Worldwide,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14144,Bedford,Development and Relief Services 
100,Free Wheelchair Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10204,Irvine,Development and Relief Services 
93,Mentors International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5356,Draper,Development and Relief Services 
100,World Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4758,Boston,Development and Relief Services 
100,VillageReach,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13400,Seattle,Development and Relief Services 
93,Back2Back Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13090,Mason,Development and Relief Services 
100,Carolina for Kibera,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13255,Chapel Hill,Development and Relief Services 
78,God's Littlest Angels,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12883,Colorado Springs,Development and Relief Services 
66,Reciprocal Ministries International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12633,Lehigh Acres,Development and Relief Services 
59,Defeat Diabetes Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7234,Madeira Beach,Development and Relief Services 
100,Crisis Aid International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11448,St. Louis,Development and Relief Services 
82,Amazima Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17216,Franklin,Development and Relief Services 
100,All God's Children International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11551,Vancouver,Development and Relief Services 
51,Armenian Relief and Development Association (ARDA),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14461,Pasadena,Development and Relief Services 
82,IDEAS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12387,Littleton,Development and Relief Services 
100,Keep a Child Alive,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12359,New York,Development and Relief Services 
55,What Matters Ministries and Missions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14149,Colorado Springs,Development and Relief Services 
97,Kids Around the World,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9160,Rockford,Development and Relief Services 
96,Malaria No More Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17162,Seattle,Development and Relief Services 
93,Near East Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5993,Syracuse,Development and Relief Services 
100,Trickle Up,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6599,New York,Development and Relief Services 
100,Baitulmaal AHED,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12999,Irving,Development and Relief Services 
96,World Hope International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9136,Alexandria,Development and Relief Services 
89,ENLACE USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11593,Irvine,Development and Relief Services 
96,CHOICE Humanitarian,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5681,West Jordan,Development and Relief Services 
58,Worldserve International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16457,Springfield,Development and Relief Services 
81,Living Goods,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16379,San Francisco,Development and Relief Services 
100,ShelterBox USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12573,Lakewood Ranch,Development and Relief Services 
97,KickStart International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10831,San Francisco,Development and Relief Services 
93,VisionSpring,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11445,New York,Development and Relief Services 
100,Water for Good,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14218,Winona Lake,Development and Relief Services 
85,DKT International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3627,Washington,Development and Relief Services 
100,Episcopal Relief & Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10634,New York,Development and Relief Services 
92,Coptic Orphans,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8674,Merrifield,Development and Relief Services 
100,ChildFund International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3499,Richmond,Development and Relief Services 
89,Assist International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3319,Scotts Valley,Development and Relief Services 
96,Focus Humanitarian Assistance USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5462,Sugar Land,Development and Relief Services 
100,Heart for Lebanon Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16412,Black Mountain,Development and Relief Services 
100,Faith In Practice,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8562,Houston,Development and Relief Services 
89,Hand in Hand Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12323,Louisville,Development and Relief Services 
78,Millennium Promise,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12395,New York,Development and Relief Services 
85,Worldwide Foundation for Credit Unions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11559,Madison,Development and Relief Services 
100,OneSky,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7612,Berkeley,Development and Relief Services 
74,International Samaritan,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6924,Ann Arbor,Development and Relief Services 
77,The Haitian Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6798,Providence,Development and Relief Services 
96,Kiva,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12978,San Francisco,Development and Relief Services 
85,Fund for Armenian Relief,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3738,New York,Development and Relief Services 
97,TechnoServe,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4516,Washington,Development and Relief Services 
97,Action Against Hunger USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3212,New York,Development and Relief Services 
100,Unbound,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3502,Kansas City,Development and Relief Services 
97,World Villages for Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3318,Annapolis,Development and Relief Services 
90,Mercy Corps,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4078,Portland,Development and Relief Services 
100,SIGN Fracture Care International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12242,Richland,Development and Relief Services 
97,Alliance for Children Everywhere,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11514,Seattle,Development and Relief Services 
100,Resource Exchange International (REI),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5589,Colorado Springs,Development and Relief Services 
74,Caribbean Christian Centre for the Deaf,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13867,Zeeland,Development and Relief Services 
